Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score®,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Trail Running,2024-05-09 12:27:56,false,"Prince George's County Trail Running","3.32","367","00:30:29","154","174","158","169","9:12","7:25","253","249","1.10","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","77.0","No","00:03:01.7","4","82.4","00:30:27","00:31:14","136","239"
Trail Running,2024-05-08 13:19:08,false,"Howard County Trail Running","5.64","685","00:53:53","159","177","158","173","9:33","7:54","299","249","1.07","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","86.0","No","00:06:07.6","6","91.4","00:53:44","00:59:10","335","507"
Running,2024-05-07 11:56:34,false,"Prince George's County Running","5.00","539","00:42:10","160","178","159","173","8:26","6:18","308","318","1.20","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","82.4","No","00:00:01.8","6","89.6","00:42:07","00:42:10","138","232"
Treadmill Running,2024-05-06 14:55:17,false,"Treadmill Running","5.36","537","00:44:28","154","166","161","173","8:18","7:36","--","--","1.21","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","78.8","No","00:03:01.9","6","84.2","00:44:25","00:48:35","--","--"
Trail Running,2024-05-05 07:00:23,false,"Frederick Trail Running","13.14","1,301","01:39:32","163","181","170","182","7:34","6:02","509","495","1.25","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","57.2","No","00:01:05.8","14","69.8","01:39:30","01:39:32","308","416"
Treadmill Running,2024-05-02 22:50:04,false,"Treadmill Running","2.23","301","00:22:44","163","173","152","159","10:11","9:41","--","--","1.04","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","84.2","No","00:02:21.8","3","87.8","00:22:43","00:22:44","--","--"
Trail Running,2024-05-02 14:34:49,false,"Prince George's County Trail Running","1.12","108","00:18:36","100","140","116","229","16:40","13:37","85","72","0.83","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","89.6","No","00:01:53.9","2","96.8","00:18:35","00:18:36","213","244"
Trail Running,2024-05-01 12:41:47,false,"Prince George's County Trail Running","1.01","112","00:09:56.7","145","155","155","161","9:51","9:09","59","23","1.05","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","86.0","No","00:00:04.7","2","91.4","00:09:56.7","00:09:56.7","177","231"
Trail Running,2024-05-01 12:00:03,false,"Prince George's County Trail Running","2.02","150","00:13:33","142","165","169","193","6:43","5:19","112","108","1.43","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","82.4","No","00:00:20.8","3","87.8","00:13:15","00:13:33","149","219"
Trail Running,2024-05-01 11:37:50,false,"Prince George's County Trail Running","1.12","143","00:11:45","154","167","153","158","10:32","9:16","23","66","1.00","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","84.2","No","00:01:09.9","2","86.0","00:11:45","00:11:51","166","222"
Trail Running,2024-04-30 12:43:18,false,"Prince George's County Trail Running","0.30","37","00:03:10.1","150","159","143","163","10:41","8:00","23","--","1.05","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","87.8","No","00:03:10.1","1","89.6","00:03:10","00:03:18.0","192","216"
Trail Running,2024-04-30 11:57:24,false,"Prince George's County Trail Running","4.01","482","00:37:48","158","173","154","166","9:26","8:04","240","285","1.11","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","86.0","No","00:00:03.3","5","91.4","00:37:43","00:44:51","130","226"
Trail Running,2024-04-29 19:10:19,false,"Howard County Trail Running","5.01","566","00:46:51","151","178","155","173","9:22","7:44","213","223","1.11","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","82.4","No","00:00:02.6","6","89.6","00:46:49","00:50:14","317","488"
Trail Running,2024-04-28 20:24:18,false,"Howard County Trail Running","3.01","297","00:23:33","157","173","167","175","7:50","6:29","171","135","1.23","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","78.8","No","00:00:01.5","4","84.2","00:23:32","00:23:33","364","415"
Treadmill Running,2024-04-27 20:44:53,false,"Treadmill Running","4.32","483","00:40:09","152","184","151","175","9:18","8:09","--","--","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","78.8","No","00:02:53.1","5","87.8","00:39:53","00:42:55","--","--"
Trail Running,2024-04-26 13:02:38,false,"Howard County Trail Running","10.00","1,183","01:28:08","164","181","159","177","8:49","7:20","522","531","1.15","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","69.8","No","00:00:01.5","11","80.6","01:28:04","01:28:25","283","495"
Trail Running,2024-04-26 12:58:44,false,"Howard County Trail Running","0.00","--","00:00:01.6","95","95","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","80.6","No","00:00:01.6","1","80.6","00:00:00","00:00:01.6","428","428"
Treadmill Running,2024-04-24 13:20:02,false,"Treadmill Running","5.00","544","00:44:11","157","173","161","179","8:50","7:45","--","--","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","78.8","No","00:00:01.8","6","86.0","00:44:01","00:44:36","--","--"
Trail Running,2024-04-23 12:18:47,false,"Prince George's County Trail Running","5.01","552","00:45:14","156","175","159","189","9:02","7:21","338","344","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","75.2","No","00:00:03.1","6","86.0","00:45:12","00:45:14","114","229"
Trail Running,2024-04-22 18:29:03,false,"Howard County Trail Running","6.01","686","00:52:59","161","179","159","174","8:49","7:01","292","276","1.15","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","68.0","No","00:00:02.3","7","78.8","00:52:57","00:54:11","349","512"
Treadmill Running,2024-04-21 18:30:32,false,"Treadmill Running","4.01","455","00:40:38","147","173","154","171","10:08","7:33","--","--","1.02","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","78.8","No","00:00:02.7","5","86.0","00:40:28","00:47:10","--","--"
Trail Running,2024-04-20 18:43:17,false,"Howard County Trail Running","2.00","214","00:19:46","143","160","159","167","9:52","8:44","118","125","1.03","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","75.2","No","00:00:01.7","3","84.2","00:19:43","00:19:52","388","430"
Trail Running,2024-04-19 12:19:20,false,"Howard County Trail Running","11.01","1,094","01:29:13","158","175","167","180","8:06","6:53","499","558","1.19","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","59.0","No","00:00:03.0","12","80.6","01:29:09","01:29:13","228","486"
Treadmill Running,2024-04-18 06:31:16,false,"Treadmill Running","5.00","624","00:51:33","155","175","156","181","10:18","8:13","--","--","1.00","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","80.6","No","00:00:01.8","6","87.8","00:51:28","00:55:49","--","--"
Trail Running,2024-04-17 06:33:00,false,"Howard County Trail Running","5.01","574","00:46:36","159","183","163","177","9:18","7:54","259","299","1.06","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","64.4","No","00:00:02.2","6","86.0","00:46:35","00:59:57","365","492"
Trail Running,2024-04-16 12:35:40,false,"Prince George's County Trail Running","5.00","526","00:43:45","155","173","162","173","8:45","6:54","358","371","1.13","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","78.8","No","00:00:02.1","6","89.6","00:43:43","00:43:45","118","228"
Trail Running,2024-04-15 18:52:56,false,"Howard County Trail Running","6.01","578","00:47:32","155","174","165","179","7:55","6:35","269","312","1.23","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","82.4","No","00:00:02.0","7","87.8","00:47:27","00:47:46","313","490"
Trail Running,2024-04-14 18:16:40,false,"Howard County Trail Running","0.08","10","00:00:57.1","155","161","142","164","11:36","9:53","10","3","0.98","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","86.0","No","00:00:57.1","1","87.8","00:00:57","00:00:57.1","406","413"
Trail Running,2024-04-14 17:42:29,false,"Howard County Trail Running","3.00","343","00:32:18","141","162","150","238","10:45","8:35","144","177","0.99","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","86.0","No","00:00:01.6","4","87.8","00:32:13","00:33:37","390","496"
Soccer/Football,2024-04-14 15:31:19,false,"Soccer","5.00","650","01:05:00","--","--","--","--","4.6","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:00","1","NaN","00:NaN:NaN","01:05:00","--","--"
Treadmill Running,2024-04-13 22:23:49,false,"Treadmill Running","0.81","80","00:07:28.8","140","157","151","161","9:16","8:24","--","--","1.15","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","84.2","No","00:07:28.8","1","86.0","00:07:28.8","00:07:28.8","--","--"
Treadmill Running,2024-04-13 21:48:55,false,"Treadmill Running","3.32","361","00:30:09","154","174","151","241","9:04","6:36","--","--","1.17","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","84.2","No","00:03:00.1","4","87.8","00:30:08","00:33:56","--","--"
Trail Running,2024-04-12 12:30:50,false,"Howard County Trail Running","13.00","1,443","01:56:20","159","178","159","222","8:57","6:31","715","725","1.13","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","71.6","No","00:00:01.9","14","82.4","01:56:07","02:05:07","232","498"
Treadmill Running,2024-04-11 07:02:19,false,"Treadmill Running","5.01","508","00:41:31","155","175","156","171","8:17","6:55","--","--","1.24","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","84.2","No","00:00:02.8","6","89.6","00:41:29","00:45:38","--","--"
Treadmill Running,2024-04-10 06:53:35,false,"Treadmill Running","4.00","417","00:33:37","158","177","157","179","8:24","6:34","--","--","1.22","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","82.4","No","00:00:02.1","5","87.8","00:33:36","00:34:41","--","--"
Trail Running,2024-04-09 12:17:31,false,"Prince George's County Trail Running","7.00","798","01:04:11","159","185","159","223","9:10","7:02","456","472","1.10","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","80.6","No","00:00:01.3","8","89.6","01:04:08","01:06:50","102","228"
Running,2024-04-08 12:45:09,false,"Howard County Running","10.00","1,124","01:31:33","159","182","158","220","9:09","7:16","486","509","1.11","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","77.0","No","00:00:01.6","11","87.8","01:31:22","01:34:03","295","499"
Treadmill Running,2024-04-06 07:31:27,false,"Treadmill Running","5.28","511","00:40:38","161","180","157","170","7:42","7:02","--","--","1.33","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","78.8","No","00:02:08.4","6","86.0","00:40:34","00:42:02","--","--"
Treadmill Running,2024-04-05 06:06:33,false,"Treadmill Running","5.17","473","00:40:02","154","171","159","173","7:44","6:43","--","--","1.31","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","82.4","No","00:01:20.3","6","87.8","00:40:01","00:41:18","--","--"
Treadmill Running,2024-04-04 06:03:09,false,"Treadmill Running","5.80","570","00:44:36","161","179","158","169","7:41","7:05","--","--","1.33","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","82.4","No","00:06:16.6","6","89.6","00:44:28","00:47:44","--","--"
Treadmill Running,2024-04-03 13:58:57,false,"Treadmill Running","6.00","528","00:44:41","154","169","162","177","7:26","6:39","--","--","1.34","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","78.8","No","00:00:01.4","7","86.0","00:44:38","00:46:11","--","--"
Treadmill Running,2024-04-02 23:22:30,false,"Treadmill Running","4.02","445","00:38:58","151","174","143","162","9:42","7:36","--","--","1.13","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","80.6","No","00:02:45.0","5","87.8","00:36:14","00:43:34","--","--"
Trail Running,2024-03-31 16:54:32,false,"Howard County Trail Running","8.01","806","01:04:28","161","186","167","233","8:03","6:16","348","407","1.20","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","69.8","No","00:00:02.5","9","80.6","01:04:20","01:06:58","282","490"
Trail Running,2024-03-29 17:10:56,false,"Howard County Trail Running","13.10","1,424","01:54:46","160","183","162","213","8:46","6:02","623","633","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","62.6","No","00:00:58.6","14","80.6","01:54:33","02:02:23","219","499"
Trail Running,2024-03-28 16:58:34,false,"Howard County Trail Running","6.00","640","00:53:57","154","171","158","174","8:59","7:14","312","335","1.13","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","55.4","No","00:00:01.7","7","78.8","00:53:47","00:57:16","278","492"
Treadmill Running,2024-03-26 21:35:40,false,"Treadmill Running","5.04","572","00:46:30","159","177","153","183","9:14","7:07","--","--","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","78.8","No","00:00:20.4","6","87.8","00:46:24","01:00:19","--","--"
Trail Running,2024-03-25 15:22:31,false,"Howard County Trail Running","5.54","603","00:50:26","154","175","158","174","9:06","7:46","259","292","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","64.4","No","00:04:40.0","6","80.6","00:50:21","00:50:39","377","488"
Treadmill Running,2024-03-24 20:56:37,false,"Treadmill Running","1.38","123","00:13:27","124","134","152","235","9:44","6:19","--","--","1.09","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","89.6","No","00:03:31.4","2","89.6","00:13:26","00:13:27","--","--"
Treadmill Running,2024-03-24 20:26:20,false,"Treadmill Running","2.48","240","00:23:23","138","162","154","170","9:25","8:35","--","--","1.11","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","78.8","No","00:04:35.2","3","87.8","00:23:20","00:27:19","--","--"
Treadmill Running,2024-03-24 11:11:17,false,"Treadmill Running","0.69","70","00:06:08.8","154","160","157","161","8:57","8:20","--","--","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","78.8","No","00:06:08.8","1","80.6","00:06:07","00:06:08.8","--","--"
Treadmill Running,2024-03-23 19:56:16,false,"Treadmill Running","3.87","376","00:33:59","146","173","154","165","8:47","7:59","--","--","1.19","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","77.0","No","00:07:35.5","4","87.8","00:33:57","00:47:11","--","--"
Trail Running,2024-03-22 17:03:42,false,"Howard County Trail Running","13.12","1,428","01:50:26","164","182","165","184","8:25","6:09","594","643","1.16","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","55.4","No","00:01:05.2","14","84.2","01:50:18","01:51:13","234","486"
Trail Running,2024-03-20 13:49:46,false,"Howard County Trail Running","6.00","621","00:50:17","159","181","163","177","8:22","6:34","308","331","1.18","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","71.6","No","00:00:01.8","7","84.2","00:50:15","00:51:04","323","501"
Trail Running,2024-03-16 18:43:15,false,"Howard County Trail Running","5.00","590","00:46:53","159","177","160","225","9:22","7:58","236","292","1.08","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","66.2","No","00:00:02.1","6","82.4","00:46:49","00:49:45","367","489"
Trail Running,2024-03-15 16:01:42,false,"Columbia Trail Running","14.00","1,683","02:10:41","163","188","159","222","9:20","7:49","620","610","1.09","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","71.6","No","00:00:02.0","15","86.0","02:09:20","02:20:49","262","504"
Running,2024-03-12 19:12:44,false,"Howard County Running","5.01","510","00:45:09","149","170","159","173","9:01","7:30","213","279","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","71.6","No","00:00:02.1","6","84.2","00:45:06","00:45:09","348","491"
Treadmill Running,2024-03-11 19:40:00,false,"Treadmill Running","5.54","492","00:49:41","140","174","151","225","8:58","6:12","--","--","1.18","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","77.0","No","00:04:39.8","6","87.8","00:49:36","00:58:40","--","--"
Trail Running,2024-03-08 16:50:50,false,"Howard County Trail Running","13.12","1,445","01:51:30","164","181","165","179","8:30","6:59","663","715","1.15","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","64.4","No","00:01:02.4","14","80.6","01:51:24","01:52:29","258","493"
Treadmill Running,2024-03-06 20:58:47,false,"Treadmill Running","5.17","431","00:46:28","131","160","152","166","8:59","8:16","--","--","1.18","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","80.6","No","00:01:31.6","6","87.8","00:46:20","01:05:38","--","--"
Trail Running,2024-03-05 17:18:26,false,"Howard County Trail Running","4.03","478","00:39:31","155","178","153","235","9:48","7:30","203","246","1.07","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","62.6","No","00:00:13.9","5","84.2","00:39:29","00:47:49","320","489"
Running,2024-03-04 15:04:24,false,"Howard County Running","6.03","629","00:49:18","163","185","163","179","8:11","6:40","272","292","1.21","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","71.6","No","00:00:09.8","7","82.4","00:49:13","00:50:22","323","495"
Treadmill Running,2024-03-03 12:10:50,false,"Treadmill Running","3.31","339","00:28:24","157","172","157","181","8:35","7:37","--","--","1.20","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","77.0","No","00:02:50.3","4","84.2","00:28:24","00:33:08","--","--"
Treadmill Running,2024-03-02 16:25:16,false,"Treadmill Running","5.04","539","00:46:04","155","176","154","170","9:08","7:59","--","--","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","80.6","No","00:00:22.9","6","87.8","00:45:56","00:58:15","--","--"
Trail Running,2024-03-01 16:27:44,false,"Howard County Trail Running","10.00","1,082","01:27:17","160","179","161","213","8:43","6:53","502","584","1.15","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","55.4","No","00:00:01.9","11","82.4","01:27:12","01:33:13","248","497"
Treadmill Running,2024-02-29 17:03:35,false,"Treadmill Running","3.01","368","00:29:52","158","172","151","162","9:55","9:11","--","--","1.08","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","77.0","No","00:00:07.1","4","82.4","00:29:52","00:31:48","--","--"
Treadmill Running,2024-02-28 07:30:08,false,"Treadmill Running","3.38","413","00:32:58","160","175","153","162","9:45","9:06","--","--","1.08","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","80.6","No","00:03:44.1","4","86.0","00:32:56","00:36:04","--","--"
Trail Running,2024-02-26 12:24:11,false,"Howard County Trail Running","7.01","711","01:01:32","152","174","159","173","8:47","5:49","325","344","1.15","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","69.8","No","00:00:01.8","8","80.6","01:01:29","01:01:58","310","495"
Treadmill Running,2024-02-25 09:14:52,false,"Treadmill Running","5.37","631","00:53:53","154","175","153","238","10:02","6:19","--","--","1.05","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","77.0","No","00:03:15.8","6","84.2","00:53:35","01:08:34","--","--"
